date,hospital,gender,age_group,review,sentiment
2025-05-15,مستشفى المدينة الطبية,ذكر,36-50,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2025-02-27,عيادات الهدى التخصصية,ذكر,36-50,منذ لحظة وصولي إلى المستشفى، شعرت بالاهتمام والراحة. الطاقم الطبي محترف جدًا، وتم استقبالي بسرعة، وتم شرح الإجراءات لي بطريقة مفصلة وواضحة. كانت تجربة استثنائية بكل المقاييس.,extremely_positive
2025-03-08,مستشفى الرحمة العام,ذكر,51+,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-08,مستشفى الحياة,ذكر,36-50,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-16,مركز الشفاء الطبي,أنثى,51+,الإجراءات كانت فوضوية، والطبيب كان قاسيًا في التعامل ولم يشرح شيئًا.,extremely_negative
2025-02-20,مستشفى الرحمة العام,ذكر,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-03-03,مستشفى الرحمة العام,أنثى,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-01-30,مجمع الأمل الصحي,ذكر,51+,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-03-16,مستشفى الرحمة العام,ذكر,51+,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-01-10,مستشفى الحياة,ذكر,26-35,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-02-09,مجمع الأمل الصحي,أنثى,18-25,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2025-05-26,مستشفى الحياة,أنثى,36-50,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2024-12-08,مستشفى المدينة الطبية,ذكر,51+,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-03-28,عيادات الهدى التخصصية,أنثى,51+,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-03-21,مركز الشفاء الطبي,أنثى,36-50,الزيارة كانت روتينية، لم ألاحظ شيئًا مميزًا أو سيئًا.,neutral
2025-04-07,مستشفى المدينة الطبية,أنثى,51+,المكان نظيف جدًا، والطبيب كان صبورًا وأجاب على كل أسئلتي بكل لطف. أشعر بالرضا التام عن زيارتي.,extremely_positive
2025-05-09,مستشفى المدينة الطبية,أنثى,51+,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-03-21,مستشفى الحياة,أنثى,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-03-21,مستشفى الرحمة العام,ذكر,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-04-10,مستشفى المدينة الطبية,ذكر,36-50,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-01,مستشفى الرحمة العام,أنثى,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2024-12-28,عيادات الهدى التخصصية,أنثى,36-50,شعرت أنني مجرد رقم في النظام. لا يوجد أي نوع من التعاطف أو التوضيح.,extremely_negative
2025-05-04,عيادات الهدى التخصصية,ذكر,51+,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-02-28,مجمع الأمل الصحي,أنثى,51+,المكان غير نظيف، والانتظار غير مبرر، وغياب التنسيق واضح.,extremely_negative
2025-04-11,مجمع الأمل الصحي,ذكر,51+,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-03-21,مجمع الأمل الصحي,ذكر,26-35,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-05-02,مستشفى المدينة الطبية,ذكر,18-25,الزيارة كانت روتينية، لم ألاحظ شيئًا مميزًا أو سيئًا.,neutral
2025-03-07,مستشفى الحياة,ذكر,26-35,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-01-08,مستشفى المدينة الطبية,أنثى,18-25,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2024-12-29,مستشفى المدينة الطبية,ذكر,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-05-13,مستشفى الحياة,أنثى,18-25,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-02-28,مجمع الأمل الصحي,ذكر,51+,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2024-12-22,مجمع الأمل الصحي,أنثى,51+,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-01-13,مركز الشفاء الطبي,ذكر,51+,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-03-03,مستشفى الرحمة العام,أنثى,18-25,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2025-02-14,عيادات الهدى التخصصية,أنثى,51+,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-02-10,مركز الشفاء الطبي,ذكر,36-50,الموعد تم في وقته، ولكن لم أشعر بالاهتمام الكامل.,normal
2025-03-31,عيادات الهدى التخصصية,ذكر,51+,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-03-05,مستشفى الحياة,ذكر,26-35,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2025-03-05,مستشفى الرحمة العام,أنثى,36-50,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-03-07,مستشفى الحياة,ذكر,18-25,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-02-24,عيادات الهدى التخصصية,أنثى,36-50,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-02-02,مستشفى الحياة,أنثى,36-50,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2024-12-07,مستشفى الرحمة العام,ذكر,18-25,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-02-19,مجمع الأمل الصحي,ذكر,18-25,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-01-25,مستشفى الرحمة العام,ذكر,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-03-04,مجمع الأمل الصحي,أنثى,36-50,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2025-01-03,عيادات الهدى التخصصية,أنثى,51+,الموعد تم في وقته، لكن شعرت أن الفحص كان سريعًا أكثر من اللازم.,neutral
2025-01-09,مستشفى المدينة الطبية,أنثى,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-05-12,مجمع الأمل الصحي,أنثى,18-25,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2025-05-22,مستشفى الرحمة العام,ذكر,26-35,الإجراءات كانت فوضوية، والطبيب كان قاسيًا في التعامل ولم يشرح شيئًا.,extremely_negative
